,country,current_role,yearly_compensation,programming_languages,ides,visualization,activities,gender,primary_tool,ages
5403,Turkey,Data Analyst,unknown,Python, Spyder,Bokeh ,unknown,Man,unknown,joven
5407,Brazil,Data Analyst,"10,000-14,999","Python, R, SQL","RStudio ,Visual Studio Code (VSCode) "," Matplotlib ,Seaborn ,Ggplot / ggplot2 ",Analyze and understand data to influence product or business decisions,Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",joven
5408,Nigeria,Data Analyst,"3,000-3,999"," SQL, C++, MATLAB","Visual Studio Code (VSCode) ,PyCharm , Spyder,MATLAB ,Jupyter Notebook"," Matplotlib ,Seaborn ,Geoplotlib ",Analyze and understand data to influence product or business decisions,Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mediana
5412,India,Data Analyst,"10,000-14,999","Python, SQL, MATLAB","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Visual Studio ,PyCharm , Notepad++, Sublime Text,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Ggplot / ggplot2 ","Analyze and understand data to influence product or business decisions, Experimentation and iteration to improve existing ML models",Man,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",joven
5428,India,Data Analyst,"50,000-59,999", SQL,"Visual Studio ,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Man,unknown,mediana
5445,Indonesia,Data Analyst,0-999,unknown,unknown,unknown,Analyze and understand data to influence product or business decisions,Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",joven
5456,United States of America,Data Analyst,"80,000-89,999","Python, Other"," Notepad++,Jupyter Notebook"," Matplotlib ,Seaborn ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Build and/or run a machine learning service that operationally improves my product or workflows",Man,"Advanced statistical software (SPSS, SAS, etc.)",joven
5461,India,Data Analyst,0-999,"Python, SQL",Jupyter Notebook," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Geoplotlib ",Other,Woman,unknown,joven
5467,India,Data Analyst,"10,000-14,999","Python, SQL","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Visual Studio Code (VSCode) ,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ","Analyze and understand data to influence product or business decisions, Experimentation and iteration to improve existing ML models",Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",joven
5477,Other,Data Analyst,0-999, Javascript,"Visual Studio , Sublime Text", None,Analyze and understand data to influence product or business decisions,Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",joven
5487,United States of America,Data Analyst,"150,000-199,999","Python, R, SQL",Jupyter Notebook,Ggplot / ggplot2 ,Analyze and understand data to influence product or business decisions,Man,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",mediana
5513,United States of America,Data Analyst,"70,000-79,999","Python, R, SQL, Bash","Jupyter (JupyterLab, Jupyter Notebooks, etc) , Vim / Emacs,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Altair ,Bokeh ","Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Build prototypes to explore applying machine learning to new areas, Build and/or run a machine learning service that operationally improves my product or workflows, Experimentation and iteration to improve existing ML models",Nonbinary,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mediana
5527,Russia,Data Analyst,unknown,"Python, SQL, MATLAB","PyCharm ,Jupyter Notebook", Matplotlib ,Analyze and understand data to influence product or business decisions,Man,unknown,mediana
5528,Pakistan,Data Analyst,0-999,"Python, SQL","Visual Studio Code (VSCode) ,PyCharm "," Matplotlib ,Seaborn ,Plotly / Plotly Express ",None of these activities are an important part of my role at work,Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mayor
5539,Bangladesh,Data Analyst,"1,000-1,999","Python, R, SQL","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,RStudio ,Visual Studio Code (VSCode) ,Jupyter Notebook"," Matplotlib ,Seaborn ,Ggplot / ggplot2 ,Shiny ,Bokeh ",Analyze and understand data to influence product or business decisions,Man,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",mediana
5545,Nigeria,Data Analyst,0-999,"Python, R","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Jupyter Notebook"," Matplotlib ,Seaborn ",Analyze and understand data to influence product or business decisions,Woman,"Advanced statistical software (SPSS, SAS, etc.)",mediana
5554,United States of America,Data Analyst,"40,000-49,999",unknown,unknown,unknown,None of these activities are an important part of my role at work,Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mediana
5561,India,Data Analyst,"3,000-3,999","Python, SQL","Visual Studio Code (VSCode) ,Jupyter Notebook"," Matplotlib ,Plotly / Plotly Express ",Do research that advances the state of the art of machine learning,Man,"Local development environments (RStudio, JupyterLab, etc.)",joven
5580,India,Data Analyst,"5,000-7,499", None,Jupyter Notebook," Matplotlib ,Seaborn ",Analyze and understand data to influence product or business decisions,Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mediana
5607,United States of America,Data Analyst,"30,000-39,999","Python, SQL, Javascript",Jupyter Notebook, Matplotlib ,Analyze and understand data to influence product or business decisions,Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",joven
5618,Egypt,Data Analyst,"4,000-4,999","Python, SQL","Visual Studio Code (VSCode) ,Jupyter Notebook", Matplotlib ,None of these activities are an important part of my role at work,Man,"Local development environments (RStudio, JupyterLab, etc.)",mediana
5619,India,Data Analyst,"1,000-1,999",Python,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Jupyter Notebook, Other"," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Ggplot / ggplot2 ,Geoplotlib ",Analyze and understand data to influence product or business decisions,Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",joven
5621,Taiwan,Data Analyst,"1,000-1,999","Python, R, C",Visual Studio Code (VSCode) , None,Analyze and understand data to influence product or business decisions,Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mediana
5628,Nigeria,Data Analyst,unknown,Python,PyCharm ," Matplotlib ,Plotly / Plotly Express ",unknown,Man,unknown,joven
5646,India,Data Analyst,"3,000-3,999","Python, R, SQL, Bash","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,RStudio ,Visual Studio Code (VSCode) , Vim / Emacs,Jupyter Notebook","Plotly / Plotly Express ,Ggplot / ggplot2 ,Shiny ,Altair ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Build prototypes to explore applying machine learning to new areas, Build and/or run a machine learning service that operationally improves my product or workflows, Experimentation and iteration to improve existing ML models, Do research that advances the state of the art of machine learning",Man,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",joven
5669,India,Data Analyst,"7,500-9,999",Python,Jupyter Notebook," Matplotlib ,Seaborn ,Ggplot / ggplot2 ",Analyze and understand data to influence product or business decisions,Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",joven
5671,Peru,Data Analyst,"10,000-14,999","Python, R, SQL","Visual Studio Code (VSCode) ,PyCharm ,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ",Analyze and understand data to influence product or business decisions,Man,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",joven
5677,Russia,Data Analyst,unknown,"Python, SQL",Jupyter Notebook,unknown,unknown,Man,unknown,mediana
5685,Germany,Data Analyst,unknown,"Python, R, MATLAB","RStudio ,MATLAB ",unknown,unknown,Man,unknown,mediana
5699,Russia,Data Analyst,"1,000-1,999","Python, SQL",Visual Studio Code (VSCode) , Matplotlib ,"Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Man,"Local development environments (RStudio, JupyterLab, etc.)",mediana
5716,Russia,Data Analyst,"10,000-14,999","Python, C++","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Visual Studio ,Visual Studio Code (VSCode) ,Jupyter Notebook", Matplotlib ,Analyze and understand data to influence product or business decisions,Man,"Local development environments (RStudio, JupyterLab, etc.)",joven
5725,United States of America,Data Analyst,"70,000-79,999", None,"RStudio ,PyCharm ", None,"Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Man,"Local development environments (RStudio, JupyterLab, etc.)",mediana
5733,France,Data Analyst,"40,000-49,999", SQL,Jupyter Notebook, Other,"Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Man,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",mediana
5742,India,Data Analyst,"10,000-14,999","Python, SQL"," Vim / Emacs,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Woman,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mediana
5747,Colombia,Data Analyst,"30,000-39,999","Python, SQL",Jupyter Notebook," Matplotlib ,Seaborn ,Ggplot / ggplot2 ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Experimentation and iteration to improve existing ML models",Man,unknown,mediana
5751,United States of America,Data Analyst,"60,000-69,999",unknown,unknown,unknown,Analyze and understand data to influence product or business decisions,Man,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",mediana
5753,Netherlands,Data Analyst,"100,000-124,999","Python, SQL","Visual Studio Code (VSCode) , Notepad++,Jupyter Notebook", Matplotlib ,"Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Woman,Other,mediana
5776,Malaysia,Data Analyst,"25,000-29,999",unknown,unknown,unknown,Analyze and understand data to influence product or business decisions,Woman,unknown,joven
5802,India,Data Analyst,0-999,"Python, Javascript"," Sublime Text,Jupyter Notebook"," Matplotlib ,Geoplotlib ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",joven
5803,Other,Data Analyst,"2,000-2,999","Python, R, SQL, Java, Javascript",Visual Studio Code (VSCode) , Matplotlib ,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Man,"Local development environments (RStudio, JupyterLab, etc.)",joven
5829,India,Data Analyst,0-999,unknown,unknown,unknown,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Build prototypes to explore applying machine learning to new areas, Build and/or run a machine learning service that operationally improves my product or workflows, Experimentation and iteration to improve existing ML models, Do research that advances the state of the art of machine learning",Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",joven
